ID	Gal	U	B	V	R	I	J	H	K	3.6	4.5	5.8	8.0	F_U_Jy	F_B_Jy	F_V_Jy	F_R_Jy	F_I_Jy	F_J_Jy	F_H_Jy	F_K_Jy	F_3.6_Jy	F_4.5_Jy	F_5.8_Jy	F_8.0_Jy	lam_F_0.36_um	F_0.44_um	lam_F_0.44_um	F_0.55_um	lam_F_0.55_um	F_0.71_um	lam_F_0.71_um	F_0.97_um	lam_F_0.97_um	F_1.24_um	lam_F_1.24_um	F_1.66_um	lam_F_1.66_um	F_2.16_um	lam_F_2.16_um	F_3.55_um	lam_F_3.55_um	F_4.44_um	lam_F_4.44_um	F_5.73_um	lam_F_5.73_um	F_7.87_um	lam_F_7.87_um
J013405.99+310207.7	M33	22.4	20.93	19.08	18.09	16.99	15.759	15.076	14.825	99.99	99.99	99.99	99.99	1.99887975157e-06	1.7536787991e-05	8.82280493348e-05	0.000170802815193	0.00042148354054	0.000792297557459	0.000954772620842	0.000783304199878	99.99	99.99	99.99	99.99	1.66573312631e-14	2.71747747794e-13	1.19569009029e-13	8.74988919023e-13	4.81243905463e-13	1.01648174088e-12	7.21702036027e-13	1.34387354833e-12	1.30355734188e-12	1.55838821969e-12	1.92460945132e-12	1.03695323893e-12	1.72341628311e-12	5.04134507153e-13	1.08842640094e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013406.55+302548.3	M33	22.16	20.66	18.79	17.85	16.85	15.657	14.836	14.617	99.99	99.99	99.99	99.99	2.49336964906e-06	2.24879595624e-05	0.000115240909558	0.000213056615858	0.000479491176244	0.000870338744108	0.00119096762709	0.000948703395851	99.99	99.99	99.99	99.99	2.07780804088e-14	3.48470447764e-13	1.53326997016e-13	1.14288505347e-12	6.28586779406e-13	1.26794256611e-12	9.00239221935e-13	1.52882721727e-12	1.48296240075e-12	1.71188921787e-12	2.11418318407e-12	1.29347837529e-12	2.14976105973e-12	6.10585413656e-13	1.31825390808e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013407.23+304158.8	M33	23.29	21.51	19.48	18.24	16.62	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.80616196119e-07	1.02789807245e-05	6.10388970336e-05	0.000148763033095	0.000592625888638	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.33846830099e-15	1.59281726103e-13	7.00839594853e-14	6.05344433391e-13	3.32939438365e-13	8.85318586164e-13	6.28576196177e-13	1.88955007537e-12	1.83286357311e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013407.32+305152.0	M33	99.99	21.53	19.56	18.41	17.16	15.904	15.02	14.769	99.99	99.99	99.99	99.99	99.99	1.00913681826e-05	5.67030836303e-05	0.000127202317707	0.000360396545545	0.000693247507929	0.00100530989365	0.000824765441203	99.99	99.99	99.99	99.99	99.99	1.56374506962e-13	6.88047830634e-14	5.62344631045e-13	3.09289547075e-13	7.57006453327e-13	5.37474581862e-13	1.1491015375e-12	1.11462849137e-12	1.36356440773e-12	1.68400204355e-12	1.09184043153e-12	1.81463879721e-12	5.30818958052e-13	1.14603813044e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013407.38+305935.0	M33	22.71	21.19	19.2	18.0	16.54	15.332	14.492	14.373	99.99	99.99	99.99	99.99	1.50240378367e-06	1.38022551531e-05	7.89962867076e-05	0.000185564555012	0.000637941153815	0.00117405466108	0.0016349329879	0.00118776481238	99.99	99.99	99.99	99.99	1.25200315306e-14	2.13877920761e-13	9.41062851346e-14	7.8343424834e-13	4.30888836587e-13	1.10433180923e-12	7.84075584556e-13	2.03403492554e-12	1.97301387778e-12	2.30927501401e-12	2.85195464231e-12	1.77565738714e-12	2.95114257743e-12	7.64445318173e-13	1.65043744194e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013407.69+304628.5	M33	99.99	21.29	19.36	18.17	16.63	15.224	14.524	14.134	99.99	99.99	99.99	99.99	99.99	1.25878063072e-05	6.81721007819e-05	0.000158670074082	0.000587192661833	0.00129684573194	0.0015874496398	0.00148023427158	99.99	99.99	99.99	99.99	99.99	1.95058982032e-13	8.58259520943e-14	6.76086949903e-13	3.71847822447e-13	9.44277370056e-13	6.7043693274e-13	1.87222657615e-12	1.81605977886e-12	2.55079558479e-12	3.15023254721e-12	1.72408698124e-12	2.86543256282e-12	9.52678633777e-13	2.05683317032e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013407.70+304522.9	M33	19.05	18.69	18.16	1.25	0.94	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.37307241137e-05	0.000138022551531	0.00020587645304	930.025859856	1108.61466579	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.64422700948e-13	2.13877920761e-12	9.41062851346e-13	2.0417499475e-12	1.12296247113e-12	5.53477004477e-06	3.92968673178e-06	3.53474757932e-06	3.42870515194e-06	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013408.52+304708.9	M33	17.55	17.59	17.19	16.96	16.7	16.264	16.107	15.924	99.99	99.99	99.99	99.99	0.000174095148432	0.000380145673134	0.000503044815438	0.000483609723798	0.00055052953048	0.000497609103629	0.000369402607477	0.000284662628452	99.99	99.99	99.99	99.99	1.4507929036e-12	5.89068708369e-12	2.59190231682e-12	4.98887420269e-12	2.74388081148e-12	2.87805826501e-12	2.04342136816e-12	1.75532850615e-12	1.70266865097e-12	9.78758747652e-13	1.20876705335e-12	4.01198381617e-13	6.66791710247e-13	1.83208840093e-13	3.9554788576e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013409.19+304638.9	M33	21.38	21.28	19.36	18.29	17.06	15.705	14.926	14.723	99.99	99.99	99.99	99.99	5.11430552199e-06	1.27042798449e-05	6.81721007819e-05	0.00014206759368	0.000395166954155	0.000832699525265	0.00109622564233	0.0008604595422	99.99	99.99	99.99	99.99	4.26192126832e-14	1.96863840571e-13	8.66200898514e-14	6.76086949903e-13	3.71847822447e-13	8.45472686054e-13	6.00285607098e-13	1.25996478102e-12	1.22216583759e-12	1.6378557759e-12	2.02275188323e-12	1.1905816166e-12	1.9787466468e-12	5.53791677996e-13	1.19563623279e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013409.34+304526.8	M33	23.46	21.66	19.68	18.49	16.95	15.823	15.01	14.803	99.99	99.99	99.99	99.99	7.52985596128e-07	8.95261795291e-06	5.07699431806e-05	0.000118166677471	0.00043730115011	0.000746944471282	0.00101461191157	0.000799337991888	99.99	99.99	99.99	99.99	6.27487996773e-15	1.38728583981e-13	6.10405769516e-14	5.03503568733e-13	2.76926962803e-13	7.03233549716e-13	4.99295820299e-13	1.39430699365e-12	1.35247778384e-12	1.46918219531e-12	1.81444001121e-12	1.10194310666e-12	1.83142944327e-12	5.14453854136e-13	1.11070587108e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013409.86+303710.3	M33	19.0	18.73	18.34	18.14	17.83	99.99	99.99	99.99	99.99	99.99	99.99	99.99	4.57916896464e-05	0.00013303014108	0.000174424174941	0.000163115422181	0.000194437764639	99.99	99.99	99.99	99.99	99.99	99.99	99.99	3.8159741372e-13	2.06141747541e-12	9.07023689182e-13	1.72982652834e-12	9.51404590589e-13	9.70732526369e-13	6.89220093722e-13	6.1995248583e-13	6.01353911255e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013410.12+301920.1	M33	19.53	18.5	16.96	15.97	99.99	13.859	13.298	13.088	99.99	99.99	99.99	99.99	2.81051992573e-05	0.000164418261439	0.000621736948548	0.00120363560027	99.99	0.00455919656816	0.00491020875859	0.00387909535206	99.99	99.99	99.99	99.99	2.34209993811e-13	2.54780363799e-12	1.12103360072e-12	6.16598626659e-12	3.39129244662e-12	7.16307637532e-12	5.08578422648e-12	99.99	99.99	8.96758819485e-12	1.10749714206e-11	5.33284759629e-12	8.86319270504e-12	2.49658539276e-12	5.39012786298e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013410.28+303954.5	M33	18.12	18.27	18.1	18.01	17.76	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000102988010508	0.000203212328236	0.000217573840307	0.000183863288945	0.000207386565585	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.58233420902e-13	3.1489513673e-12	1.38553860161e-12	2.15775709396e-12	1.18676640168e-12	1.09420723435e-12	7.76887136389e-13	6.61238916733e-13	6.41401749231e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013410.53+305259.5	M33	99.99	21.39	19.37	18.29	17.13	15.848	15.002	14.91	99.99	99.99	99.99	99.99	99.99	1.14802157958e-05	6.75470952052e-05	0.00014206759368	0.000370493522608	0.000729941939324	0.00102211545855	0.000724319963265	99.99	99.99	99.99	99.99	99.99	1.77895905927e-13	7.8274198608e-14	6.69888547489e-13	3.68438701119e-13	8.45472686054e-13	6.00285607098e-13	1.18129510875e-12	1.14585625549e-12	1.43573952563e-12	1.77313831415e-12	1.11009251017e-12	1.8449737519e-12	4.66172258183e-13	1.00646590542e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013410.90+303840.8	M33	17.81	17.57	17.01	16.71	16.27	15.916	15.416	15.585	99.99	99.99	99.99	99.99	0.00013702085358	0.00038721310886	0.000593754176319	0.000608828570679	0.000818051451472	0.000685627639831	0.000698071578937	0.000388982851019	99.99	99.99	99.99	99.99	1.1418404465e-12	6.00020313317e-12	2.64008937859e-12	5.8884711701e-12	3.23865914356e-12	3.62326068645e-12	2.57251508738e-12	2.60830519122e-12	2.53005603548e-12	1.34857671458e-12	1.6654922425e-12	7.58157040729e-13	1.26005700169e-12	2.5034932523e-13	5.40504193172e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013411.08+304006.4	M33	99.99	21.83	19.88	18.8	17.46	16.122	15.291	15.037	99.99	99.99	99.99	99.99	99.99	7.6550856047e-06	4.22285993986e-05	8.8816780097e-05	0.000273388737568	0.000567137438112	0.000783249193991	0.000644362792738	99.99	99.99	99.99	99.99	99.99	1.18622194288e-13	5.21937654866e-14	4.18796027093e-13	2.30337814901e-13	5.28566435809e-13	3.75282169424e-13	8.71682657779e-13	8.45532178046e-13	1.11551562185e-12	1.37766179299e-12	8.50666190957e-13	1.41380720937e-12	4.14711830978e-13	8.95362843082e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013411.21+301848.4	M33	21.63	20.99	19.38	18.54	17.74	16.788	15.965	15.738	99.99	99.99	99.99	99.99	4.06243727712e-06	1.65939604881e-05	6.6927819714e-05	0.000112848300899	0.000211242169703	0.000307106011048	0.000421017314411	0.000337855081361	99.99	99.99	99.99	99.99	3.3853643976e-14	2.5713781748e-13	1.13140639691e-13	6.6374697237e-13	3.65060834804e-13	6.71582826221e-13	4.76823806617e-13	6.7353226603e-13	6.53326298049e-13	6.04053849855e-13	7.4600650457e-13	4.57255746861e-13	7.59959051283e-13	2.17443497631e-13	4.69460511386e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013411.32+304631.4	M33	16.37	16.33	16.0	15.83	15.75	15.206	14.895	15.025	99.99	99.99	99.99	99.99	0.000516162760834	0.00121324930626	0.00150524321186	0.00136928870105	0.00132062836061	0.00131852484327	0.00112797625297	0.000651524055211	99.99	99.99	99.99	99.99	4.30135634029e-12	1.88003508201e-11	8.27215436086e-12	1.49280318532e-11	8.21041751925e-12	8.148911135e-12	5.78572690585e-12	4.21073980426e-12	4.08441761013e-12	2.59343672561e-12	3.20289435612e-12	1.22506511333e-12	2.03605821836e-12	4.19320818812e-13	9.05313647816e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013412.24+303816.4	M33	22.88	22.0	19.98	18.76	17.31	15.947	15.014	14.85	99.99	99.99	99.99	99.99	1.28465546473e-06	6.54560888486e-06	3.85129403823e-05	9.21499331521e-05	0.000313892269115	0.000666328389353	0.00101088082029	0.000765474019452	99.99	99.99	99.99	99.99	1.07054622061e-14	1.01429889745e-13	4.46291514877e-14	3.81946516188e-13	2.10070583904e-13	5.48402696799e-13	3.89365914727e-13	1.00082560032e-12	9.70800832315e-13	1.31061657661e-12	1.61861147211e-12	1.09789086731e-12	1.82469462147e-12	4.92659004758e-13	1.06365079127e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013412.27+305314.1	M33	21.21	20.44	18.48	17.23	15.88	14.566	13.789	13.487	99.99	99.99	99.99	99.99	5.98117719345e-06	2.75391195685e-05	0.000153322777253	0.000377133424359	0.00117160338978	0.00237732368418	0.00312392038177	0.0026861512014	99.99	99.99	99.99	99.99	4.98431432788e-14	4.26742555297e-13	1.87766724331e-13	1.52055646863e-12	8.36306057744e-13	2.2443964949e-12	1.59352151138e-12	3.73558313247e-12	3.6235156385e-12	4.67601242607e-12	5.77487534619e-12	3.39280713265e-12	5.63884545446e-12	1.72880665298e-12	3.73249356378e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013412.82+310906.0	M33	18.48	19.48	19.75	19.81	19.93	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.39242060122e-05	6.66730083969e-05	4.75999698199e-05	3.50344274561e-05	2.81048077944e-05	99.99	99.99	99.99	99.99	99.99	99.99	99.99	6.16035050102e-13	1.03315612185e-12	4.54588693615e-13	4.72065816396e-13	2.59636199018e-13	2.08496890237e-13	1.48032792068e-13	8.96103978991e-14	8.69220859621e-14	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013412.95+302609.1	M33	99.99	21.79	19.89	18.98	18.07	16.77	16.316	15.805	99.99	99.99	99.99	99.99	99.99	7.9423688404e-06	4.18414452722e-05	7.52480109339e-05	0.000155876490605	0.000312239840957	0.000304719296243	0.000317636538903	99.99	99.99	99.99	99.99	99.99	1.2307389732e-13	5.41525148209e-14	4.14956482038e-13	2.28226065121e-13	4.47815974612e-13	3.17949341974e-13	4.97002308232e-13	4.82092238985e-13	6.14151697534e-13	7.58477346454e-13	3.30947551603e-13	5.50034830763e-13	2.04430845664e-13	4.41366195789e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013413.18+303421.9	M33	18.13	17.93	17.6	17.41	17.11	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000102043810753	0.000277939359045	0.00034483129836	0.000319517775906	0.000377381511459	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.50365089605e-13	4.30691155546e-12	1.8950410844e-12	3.41981452919e-12	1.88089799106e-12	1.90151423868e-12	1.35007510946e-12	1.20325702453e-12	1.16715931379e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013413.43+302731.5	M33	18.28	18.64	18.47	18.36	18.24	99.99	99.99	99.99	99.99	99.99	99.99	99.99	8.88764437458e-05	0.000144527353983	0.000154741455444	0.00013319717825	0.000133284798438	99.99	99.99	99.99	99.99	99.99	99.99	99.99	7.40637031215e-13	2.23957676626e-12	9.85413777155e-13	1.5346260044e-12	8.44044302421e-13	7.92683068338e-13	5.6280497852e-13	4.24970129996e-13	4.12221026096e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.13+304742.0	M33	22.5	21.25	19.38	18.42	17.34	16.018	15.293	15.189	99.99	99.99	99.99	99.99	1.823e-06	1.30602067365e-05	6.6927819714e-05	0.000126036119849	0.000305337833347	0.000624149054654	0.000781807723707	0.000560183683722	99.99	99.99	99.99	99.99	1.51916666667e-14	2.02379236619e-13	8.90468641125e-14	6.6374697237e-13	3.65060834804e-13	7.50066176446e-13	5.32546985277e-13	9.73550324201e-13	9.44343814475e-13	1.22765307673e-12	1.51615154977e-12	8.49100648285e-13	1.41120527745e-12	3.60534164571e-13	7.78393261309e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.14+303635.8	M33	22.64	21.73	19.93	18.93	17.78	16.496	15.862	15.254	99.99	99.99	99.99	99.99	1.60245804818e-06	8.39363445517e-06	4.03279993437e-05	7.87943404329e-05	0.000203601334173	0.000401872526351	0.00046291361756	0.00052763118384	99.99	99.99	99.99	99.99	1.33538170682e-14	1.30066649615e-13	5.72293258307e-14	3.99947100929e-13	2.19970905511e-13	4.68920891289e-13	3.32933832815e-13	6.49169946347e-13	6.29694847957e-13	7.9045228019e-13	9.76208566034e-13	5.02758211324e-13	8.3558414722e-13	3.39583378801e-13	7.33160514831e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.17+303802.6	M33	17.89	17.97	17.86	17.8	17.61	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000127287767263	0.000267886021055	0.00027139802153	0.000223097664816	0.000238111636326	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.06073139386e-12	4.15112635933e-12	1.82649559811e-12	2.69155062674e-12	1.48035284471e-12	1.32769885826e-12	9.42666189364e-13	7.59203856922e-13	7.36427741214e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.18+305248.0	M33	22.19	20.79	18.93	17.81	16.59	15.414	14.62	14.256	99.99	99.99	99.99	99.99	2.42541840397e-06	1.99503285242e-05	0.000101299354361	0.000221052293131	0.000609229072211	0.00108865010065	0.00145311490221	0.00132291047454	99.99	99.99	99.99	99.99	2.02118200331e-14	3.09147652752e-13	1.36024967211e-13	1.00462169615e-12	5.5254193288e-13	1.31552644196e-12	9.34023773792e-13	1.9424882736e-12	1.8842136254e-12	2.14129082722e-12	2.64449417161e-12	1.57818958305e-12	2.62295108702e-12	8.51425053246e-13	1.83822668996e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.23+303233.9	M33	99.99	21.64	19.62	18.52	17.26	16.061	15.3	14.602	99.99	99.99	99.99	99.99	99.99	9.11905954737e-06	5.36545648951e-05	0.000114946307453	0.000328685556003	0.0005999130607	0.00077678343683	0.00096190117474	99.99	99.99	99.99	99.99	99.99	1.4130774092e-13	6.21754060048e-14	5.32111387389e-13	2.92661263064e-13	6.84068483153e-13	4.85688623039e-13	1.04799305772e-12	1.01655326599e-12	1.17998274491e-12	1.45727868996e-12	8.43643903467e-13	1.40213616756e-12	6.19079502871e-13	1.3365926467e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.27+303417.7	M33	18.89	19.48	18.34	17.17	15.6	13.907	13.023	12.601	99.99	99.99	99.99	99.99	5.06741728713e-05	6.66730083969e-05	0.000174424174941	0.000398561206172	0.00151628423488	0.00436202667478	0.00632557423198	0.0060747786107	99.99	99.99	99.99	99.99	4.22284773927e-13	1.03315612185e-12	4.54588693615e-13	1.72982652834e-12	9.51404590589e-13	2.37191751342e-12	1.68406143453e-12	4.83457615544e-12	4.68953887077e-12	8.5797702138e-12	1.0596016214e-11	6.87003852517e-12	1.14180040288e-11	3.9097269253e-12	8.44110043172e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.28+304254.2	M33	23.2	21.44	19.47	18.43	17.11	16.037	15.235	14.856	99.99	99.99	99.99	99.99	9.56724000035e-07	1.0963520971e-05	6.16036829941e-05	0.000124880613757	0.000377381511459	0.000613321680627	0.000824707523788	0.000761255520572	99.99	99.99	99.99	99.99	7.97270000029e-15	1.69889271244e-13	7.47512793474e-14	6.1094561647e-13	3.36020089059e-13	7.43189528407e-13	5.27664565169e-13	1.20325702453e-12	1.16715931379e-12	1.20635646667e-12	1.48985023634e-12	8.95692984169e-13	1.48864173969e-12	4.89943979287e-13	1.05778905128e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.38+302434.5	M33	21.29	21.25	19.26	18.17	16.86	15.601	14.953	14.611	99.99	99.99	99.99	99.99	5.55631256609e-06	1.30602067365e-05	7.47492220926e-05	0.000158670074082	0.000475095174716	0.000916406829419	0.00106930095979	0.00095396063748	99.99	99.99	99.99	99.99	4.63026047174e-14	2.02379236619e-13	8.90468641125e-14	7.41314599266e-13	4.07723029596e-13	9.44277370056e-13	6.7043693274e-13	1.51481084509e-12	1.46936651974e-12	1.80250159042e-12	2.22608946417e-12	1.16133943249e-12	1.9301461368e-12	6.13968973859e-13	1.32555901456e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.42+304739.3	M33	17.54	17.79	17.71	17.65	17.56	99.99	99.99	99.99	99.99	99.99	99.99	99.99	0.000175706031007	0.000316191398654	0.000311606621286	0.000256150391806	0.00024933349202	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.46421692506e-12	4.89966010311e-12	2.15585044537e-12	3.09031359953e-12	1.69967247974e-12	1.52440225237e-12	1.08232559918e-12	7.94984032373e-13	7.71134511402e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.53+303557.7	M33	99.99	21.33	19.18	18.03	16.72	15.491	14.55	14.297	99.99	99.99	99.99	99.99	99.99	1.21324930626e-05	8.04649373286e-05	0.000180507405719	0.000540481234121	0.00101411759323	0.0015498867184	0.00127388567846	99.99	99.99	99.99	99.99	99.99	1.88003508201e-13	8.27215436086e-14	7.97999378466e-13	4.38899658156e-13	1.07423570156e-12	7.62707348108e-13	1.72329015024e-12	1.67159144573e-12	1.99469113062e-12	2.46344354632e-12	1.68329088784e-12	2.79762945559e-12	8.1987269924e-13	1.77010515766e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013414.91+305547.6	M33	21.82	21.14	19.16	18.09	16.95	15.758	15.102	14.709	99.99	99.99	99.99	99.99	3.41025354189e-06	1.44527353983e-05	8.19608922032e-05	0.000170802815193	0.00043730115011	0.000793027626634	0.000932180377272	0.000871626559258	99.99	99.99	99.99	99.99	2.84187795157e-14	2.23957676626e-13	9.85413777155e-14	8.12835294578e-13	4.47059412018e-13	1.01648174088e-12	7.21702036027e-13	1.39430699365e-12	1.35247778384e-12	1.55982420948e-12	1.92638289871e-12	1.01241640196e-12	1.68263606006e-12	5.60978769092e-13	1.21115316247e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013415.36+302824.1	M33	22.97	20.75	18.7	17.68	16.59	15.382	14.594	14.292	99.99	99.99	99.99	99.99	1.18246057236e-06	2.06990327488e-05	0.000125200677033	0.000249169582499	0.000609229072211	0.00112121349692	0.00148833247019	0.00127976566759	99.99	99.99	99.99	99.99	9.85383810299e-15	3.20749474413e-13	1.41129768742e-13	1.24165960693e-12	6.82912783814e-13	1.48285805891e-12	1.05282922183e-12	1.9424882736e-12	1.8842136254e-12	2.20534051747e-12	2.72359553907e-12	1.61643845025e-12	2.68652070431e-12	8.23657059674e-13	1.77827559184e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013415.38+302816.3	M33	99.99	18.2	17.47	1.12	99.99	15.385	14.819	14.12	99.99	99.99	99.99	99.99	99.99	0.000216745481083	0.000388692962322	1048.32278341	99.99	0.00111811974568	0.00120976204997	0.00149944470571	99.99	99.99	99.99	99.99	99.99	3.35865931431e-12	1.47781009829e-12	3.8548062379e-12	2.12014343085e-12	6.23877871498e-06	4.42953288763e-06	99.99	99.99	2.19925534727e-12	2.71608035388e-12	1.31389049986e-12	2.18368601077e-12	9.65042467324e-13	2.08352668695e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013415.47+310527.8	M33	22.79	20.86	19.05	18.09	17.14	15.912	15.001	14.898	99.99	99.99	99.99	99.99	1.3956826144e-06	1.870467005e-05	9.06998726681e-05	0.000170802815193	0.000367096817576	0.000688158244087	0.00102305729534	0.0007323698467	99.99	99.99	99.99	99.99	1.16306884533e-14	2.8984509375e-13	1.2753184125e-13	8.99502869436e-13	4.9472657819e-13	1.01648174088e-12	7.21702036027e-13	1.1704649301e-12	1.13535098219e-12	1.35355421807e-12	1.67163945932e-12	1.11111541415e-12	1.84667381831e-12	4.71353162382e-13	1.01765147758e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013416.48+303354.5	M33	20.26	20.84	20.08	19.1	17.94	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.43478447461e-05	1.90524158293e-05	3.51242190841e-05	6.73744176679e-05	0.000175703583688	99.99	99.99	99.99	99.99	99.99	99.99	99.99	1.19565372885e-13	2.95233716364e-13	1.299028352e-13	3.48339362818e-13	1.9158664955e-13	4.00958645117e-13	2.84680638033e-13	5.60219737553e-13	5.43413145426e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013416.75+304518.5	M33	99.99	21.65	19.48	18.28	16.83	15.598	14.829	14.453	99.99	99.99	99.99	99.99	99.99	9.03545550691e-06	6.10388970336e-05	0.000143382128939	0.00048840558277	0.000918942456549	0.00119867088483	0.0011033935861	99.99	99.99	99.99	99.99	99.99	1.40012223764e-13	6.16053784562e-14	6.05344433391e-13	3.32939438365e-13	8.53295748499e-13	6.05839981434e-13	1.55725023734e-12	1.51053273022e-12	1.80748897353e-12	2.23224888231e-12	1.30184467935e-12	2.16366585709e-12	7.10144005114e-13	1.53320090704e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013416.89+305158.3	M33	99.99	21.5	19.3	17.98	16.51	15.089	14.147	13.81	99.99	99.99	99.99	99.99	99.99	1.03740909621e-05	7.20454697462e-05	0.000189014457663	0.000655813903367	0.0014685485779	0.0022464665517	0.00199494283323	99.99	99.99	99.99	99.99	99.99	1.60755541769e-13	7.07324383782e-14	7.14500526408e-13	3.92975289525e-13	1.12486287044e-12	7.98652638012e-13	2.09102105442e-12	2.02829042279e-12	2.88852184675e-12	3.56732448074e-12	2.43982778318e-12	4.05499377564e-12	1.28394501419e-12	2.77203728563e-12	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013416.92+305537.4	M33	17.56	17.76	17.66	17.56	17.44	16.732	15.96	16.467	99.99	99.99	99.99	99.99	0.000172499034517	0.000325049911144	0.000326292188911	0.000278288349158	0.000278471413678	0.000323361504684	0.000422960642038	0.0001726356384	99.99	99.99	99.99	99.99	1.43749195431e-12	5.03693044128e-12	2.21624939416e-12	3.2359555925e-12	1.77977557588e-12	1.65614966767e-12	1.17586626405e-12	8.8788844833e-13	8.6125179488e-13	6.3602715275e-13	7.85493533646e-13	4.59366343492e-13	7.63466862884e-13	1.11108280149e-13	2.39882776841e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
J013418.54+303647.5	M33	18.47	17.93	17.15	16.78	16.33	15.841	15.51	15.743	99.99	99.99	99.99	99.99	7.46082182688e-05	0.000277939359045	0.000521923290446	0.0005708145366	0.000774070683292	0.000734663252284	0.000640176837402	0.000336302778266	99.99	99.99	99.99	99.99	6.2173515224e-13	4.30691155546e-12	1.8950410844e-12	5.17609874823e-12	2.84685431153e-12	3.3970315608e-12	2.41189240817e-12	2.46807530011e-12	2.39403304111e-12	1.44502598427e-12	1.78460709057e-12	6.95279096346e-13	1.15555385813e-12	2.1644443551e-13	4.67303536267e-13	99.99	99.99	99.99	99.99	99.99	99.99	99.99	99.99
